entity_id,entity_type,timestamp,source_ip,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,hour_of_day,day_of_week,time_since_last_event_sec,ip_changed_flag,device_changed_flag,user_event_count_recent,ip_event_count_recent,entity_type_encoded,auth_method_encoded,resource_accessed_encoded,iso_score,predicted_class,risk_score
use_4d183eba,user,2023-07-20 18:12:00,79.66.151.195,categories/wp-content,certificate,129.06339171889277,auth -> read -> exit,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/47.0.864.0 Mobile/98H089 Safari/531.1",normal,18,3,11280.0,0,0,0,0,2,1,352,0.12665918986244268,normal,99.99796
use_36b82481,user,2023-06-29 03:23:00,209.224.87.90,categories/category/categories,certificate,131.30561654747436,auth -> read -> exit,"Mozilla/5.0 (Windows 95) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/50.0.894.0 Safari/534.1",normal,3,3,55260.0,0,0,0,0,2,1,288,0.11556107348923284,normal,99.99767
use_dea4ae17,user,2023-04-19 05:00:00,92.45.250.26,blog,token,91.47627244401674,auth -> read -> exit,Opera/8.19.(Windows NT 6.2; dz-BT) Presto/2.9.187 Version/12.00,normal,5,2,93060.0,0,0,14,0,2,3,169,0.1292911428175471,normal,99.99883
use_3f5fbf4f,user,2023-07-17 13:51:00,129.23.250.129,search,biometric,138.80678458452894,auth -> read -> exit,Opera/9.98.(Windows NT 5.1; br-FR) Presto/2.9.172 Version/12.00,normal,13,0,378720.0,1,0,2,0,2,0,796,0.05062491915247713,normal,99.99936
use_89456f27,user,2023-07-18 13:40:00,33.196.53.12,category,certificate,124.43986828620083,auth -> read -> exit,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7196-08-19 23:10:52 Firefox/3.6.14,normal,13,1,175260.0,0,0,1,0,2,1,360,0.10654139802674634,normal,99.998795
use_9261549d,user,2023-07-31 06:09:00,27.120.227.4,tag,certificate,145.1687661346309,auth -> read -> exit,Opera/8.74.(X11; Linux x86_64; mg-MG) Presto/2.9.175 Version/10.00,normal,6,0,67500.0,1,0,2,0,2,1,888,0.044313067969061315,normal,99.99925
use_7466ef02,user,2023-02-24 09:20:00,201.79.36.235,app/posts/blog,certificate,155.61233036225266,auth -> read -> exit,Opera/8.73.(X11; Linux x86_64; bho-IN) Presto/2.9.166 Version/11.00,normal,9,4,29160.0,0,0,0,0,2,1,137,0.178892337269197,normal,99.99928
use_db87d29c,user,2023-06-23 00:38:00,157.162.52.71,blog,certificate,155.129894796128,auth -> read -> exit,Opera/9.36.(X11; Linux x86_64; sl-SI) Presto/2.9.172 Version/10.00,normal,0,4,245340.0,0,0,16,0,2,1,169,0.042992244144909875,normal,99.99838
use_12d15585,user,2023-02-10 19:24:00,73.222.193.153,blog/tags,biometric,111.48817486640166,auth -> read -> exit,Opera/9.56.(Windows NT 5.0; crh-UA) Presto/2.9.160 Version/11.00,normal,19,4,99180.0,0,0,17,0,2,0,249,0.1298361613628829,normal,99.99905
edg_0f44704f,edge_device,2023-01-27 21:27:00,108.235.250.92,blog/categories/search,token,79.51271365345403,auth -> read -> exit,FW_v4.0_MAC_80:3f:ef:9b:ce:8b,normal,21,4,158400.0,0,0,30,0,0,3,189,0.06219801939769776,normal,99.99928
use_5d65a441,user,2023-02-17 10:49:00,109.175.48.85,list,certificate,147.30647350994235,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),normal,10,4,179040.0,1,0,15,0,2,1,537,0.05825751393088907,normal,99.99951
use_e5267a2b,user,2023-05-29 21:18:00,217.243.136.4,main/list/search,password,95.71066620889064,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; th-TH) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.15.2",normal,21,0,97980.0,0,0,2,0,2,2,658,0.1004863293228998,normal,99.99635
use_34ae4abd,user,2023-01-15 01:00:22,173.216.13.236,/login,password,0.0,auth_failed,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),brute_force,1,6,2.0,1,0,29,0,2,2,0,0.12860231883277112,normal,99.99928
use_fcd6bdca,user,2023-05-14 11:49:00,155.39.224.174,search/list/wp-content,certificate,108.0291620535024,auth -> read -> exit,Opera/9.83.(X11; Linux x86_64; crh-UA) Presto/2.9.172 Version/12.00,normal,11,6,341580.0,0,0,1,0,2,1,839,0.12370333856708848,normal,99.99801
use_687213f9,user,2023-01-23 05:00:28,122.32.205.156,/login,password,0.0,auth_failed,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.36.1 (KHTML, like Gecko) Version/4.1 Safari/533.36.1",credential_stuffing,5,0,76288.0,1,1,18,19,2,2,0,0.14248144963892756,normal,99.99901
use_dd6ac7b8,user,2023-02-15 20:41:00,8.4.182.250,list/tag/app,biometric,160.0997207327695,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7 rv:5.0; gd-GB) AppleWebKit/533.40.7 (KHTML, like Gecko) Version/5.0 Safari/533.40.7",normal,20,2,2820.0,0,0,0,0,2,0,595,0.107728402509149,normal,99.99941
use_fcd6bdca,user,2023-04-06 08:27:00,155.39.224.174,search/list/wp-content,password,71.69105533466521,auth -> read -> exit,Opera/9.83.(X11; Linux x86_64; crh-UA) Presto/2.9.172 Version/12.00,normal,8,3,48900.0,0,0,1,0,2,2,839,0.08391426676143088,normal,99.998245
ser_04f64d86,service_account,2023-01-12 22:00:24,209.209.213.86,/login,password,0.0,auth_failed,FW_v3.0_MAC_9e:14:0f:7e:66:0a,brute_force,22,3,2.0,1,0,14,0,1,2,0,0.14441144494057384,normal,99.99924
use_7631de9d,user,2023-07-28 18:33:00,98.20.204.213,app,biometric,137.53082494861766,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),normal,18,4,111360.0,0,0,0,0,2,0,82,0.09359733783009216,normal,99.99901
use_f1578470,user,2023-05-07 19:46:00,56.245.138.142,category/search/search,token,128.06168996348782,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; as-IN) AppleWebKit/532.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.32.2",normal,19,6,280260.0,1,0,17,0,2,3,425,0.09578331219753677,normal,99.999306
use_3bf0d9c1,user,2023-07-22 14:17:00,18.235.26.143,main/wp-content/app,password,66.23825175651362,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yo-NG) AppleWebKit/532.34.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.34.6",normal,14,5,3420.0,0,0,1,0,2,2,698,0.1603978423036409,normal,99.998924
use_56ab087a,user,2023-04-10 14:47:00,162.205.42.64,tag/blog/tags,token,94.0437283844326,auth -> read -> exit,Mozilla/5.0 (Windows 95; unm-US; rv:1.9.1.20) Gecko/8144-03-07 21:04:19 Firefox/11.0,normal,14,0,27600.0,0,0,2,0,2,3,903,0.09557872280443691,normal,99.99915
use_5d65a441,user,2023-06-07 15:38:00,109.175.48.85,posts/categories,password,75.13187466177847,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),normal,15,2,14700.0,0,0,15,0,2,2,718,0.13833739478533352,normal,99.999466
edg_0f9240e1,edge_device,2023-03-27 01:02:00,198.115.104.49,blog/tag,certificate,104.27045658091777,auth -> read -> exit,FW_v4.0_MAC_10:e3:25:29:a4:4b,normal,1,0,111720.0,0,0,3,0,0,1,240,-0.05102366740067388,credential_stuffing,99.95915
edg_07388ba4,edge_device,2023-01-13 22:00:20,85.50.246.12,/login,password,0.0,auth_failed,FW_v4.0_MAC_16:fc:9e:59:fb:13,brute_force,22,4,2.0,1,0,15,0,0,2,0,-0.123143106320167,normal,99.99449
use_14c8b3b4,user,2023-02-02 14:04:00,106.199.240.183,category,token,116.25060809057356,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9 rv:3.0; yue-HK) AppleWebKit/534.19.1 (KHTML, like Gecko) Version/5.1 Safari/534.19.1",normal,14,3,295680.0,0,0,0,0,2,3,360,0.07546728658645852,normal,99.999214
use_956d80e4,user,2023-02-16 09:30:00,33.180.150.68,tag/explore/posts,certificate,102.8644807774744,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9 rv:2.0; sat-IN) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/5.0 Safari/535.15.6",normal,9,3,169140.0,1,0,1,0,2,1,927,0.024518532904065582,normal,99.99884
use_88ffbd40,user,2023-07-17 21:54:00,177.49.140.22,categories,certificate,111.68137245739044,auth -> read -> exit,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.4.20) Gecko/4597-03-14 19:06:43 Firefox/3.8,normal,21,0,41160.0,0,0,14,0,2,1,263,0.0600358307507981,normal,99.99913
ser_8d5288f1,service_account,2023-04-24 07:54:00,55.37.7.60,wp-content/app/tags,password,159.36623980804595,auth -> read -> exit,FW_v1.0_MAC_46:94:28:77:33:c2,normal,7,0,53580.0,0,0,2,0,1,2,1079,0.044280900377185906,normal,99.99175
use_c01f36bf,user,2023-07-13 10:53:00,28.32.174.45,tags/categories/wp-content,token,117.0686733040412,auth -> read -> exit,Mozilla/5.0 (Android 10; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,normal,10,3,435300.0,0,0,14,0,2,3,1006,0.073266871873366,normal,99.99939
use_59fefbbc,user,2023-07-24 03:37:00,27.72.42.118,explore/category/tags,token,98.80194999836498,auth -> read -> exit,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/15.0.816.0 Safari/531.2",normal,3,0,135720.0,0,0,1,0,2,3,471,0.14923983472906316,normal,99.99937
use_e5267a2b,user,2023-05-21 21:19:00,217.243.136.4,main/list/search,token,142.69782355519297,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; th-TH) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.15.2",normal,21,6,72900.0,0,0,2,0,2,3,658,0.09999750098956645,normal,99.996376
use_9261549d,user,2023-06-10 06:58:00,58.74.35.164,search/app/posts,biometric,57.68267867647189,auth -> read -> exit,Opera/8.74.(X11; Linux x86_64; mg-MG) Presto/2.9.175 Version/10.00,normal,6,5,4920.0,0,0,2,0,2,0,802,0.04218251036309939,normal,99.99737
use_d284f54e,user,2023-07-28 05:49:00,98.89.162.53,main/search,password,90.4349944925898,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.1),normal,5,4,24000.0,0,0,3,0,2,2,675,0.1452558831310921,normal,99.999214
use_79db7862,user,2023-01-13 21:00:00,137.190.134.9,/restricted_zone_52,password,9999.0,auth -> dump_database -> zip -> exfiltrate,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/3.0),insider_drift,21,4,43177.0,1,1,1,0,2,2,40,0.07716525060655388,normal,99.99879
use_6d39da75,user,2023-03-02 13:25:00,135.185.90.76,wp-content/search/category,certificate,183.6298069753533,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.0),normal,13,3,604500.0,1,0,42,0,2,1,1126,0.023744519899141614,normal,99.99784
use_6e595ed3,user,2023-06-16 11:55:00,58.79.127.239,list/app,token,128.33528428415542,auth -> read -> exit,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/30.0.859.0 Safari/531.1",normal,11,4,121080.0,0,0,2,0,2,3,538,0.14350955779214158,normal,99.9989
use_d2d33488,user,2023-03-02 07:40:00,107.80.185.245,search/explore,token,159.90478066064185,auth -> read -> exit,Mozilla/5.0 (Android 4.2.2; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,normal,7,3,1500.0,1,0,0,0,2,3,825,0.08814003210001059,normal,99.999405
use_c6b6e4ad,user,2023-07-02 08:21:00,41.115.192.16,main,password,150.0817365024487,auth -> read -> exit,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.5o2717.0 Mobile/99K799 Safari/534.1",normal,8,6,32400.0,0,0,15,0,2,2,616,0.12728752233007817,normal,99.99919
use_3f5fbf4f,user,2023-01-19 20:18:00,188.145.1.40,main/tags,token,128.4190921347041,auth -> read -> exit,Opera/9.98.(Windows NT 5.1; br-FR) Presto/2.9.172 Version/12.00,normal,20,3,184260.0,0,0,2,0,2,3,689,0.05112538819442414,normal,99.99903
edg_42c21797,edge_device,2023-04-30 23:31:00,7.87.51.44,list,certificate,176.93604227397373,auth -> read -> exit,FW_v4.0_MAC_c2:c2:7d:ff:ac:83,normal,23,6,1260.0,0,0,1,0,0,1,537,-0.021501205202072216,normal,99.99345
edg_78f2ce6b,edge_device,2023-01-14 11:00:14,186.241.223.255,/login,password,0.0,auth_failed,FW_v2.0_MAC_1c:09:83:6e:4c:d8,brute_force,11,5,2.0,1,0,15,0,0,2,0,0.045922742531620875,brute_force,99.971565
use_4de1087b,user,2023-04-07 23:43:00,172.82.152.111,tag,password,90.93675784772974,auth -> read -> exit,Mozilla/5.0 (Android 4.1; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,normal,23,4,110340.0,0,0,0,0,2,2,888,0.1424320005775246,normal,99.998764
use_69efafb1,user,2023-02-27 13:12:00,61.6.32.66,category/main,biometric,139.41859692138092,auth -> read -> exit,Opera/9.18.(Windows NT 6.1; hu-HU) Presto/2.9.190 Version/10.00,normal,13,0,220800.0,0,0,14,0,2,0,402,0.057317714883936444,normal,99.99752
use_3dbc3093,user,2023-07-11 16:57:00,120.114.128.60,posts,password,121.19945802690374,auth -> read -> exit,Opera/9.99.(Windows NT 11.0; ff-SN) Presto/2.9.167 Version/12.00,normal,16,1,130440.0,0,0,0,0,2,2,704,0.09065350900707858,normal,99.99905
use_6e595ed3,user,2023-02-28 21:15:00,58.79.127.239,list/app,password,114.25328524595264,auth -> read -> exit,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/30.0.859.0 Safari/531.1",normal,21,1,5580.0,0,0,2,0,2,2,538,0.08145909023904413,normal,99.99932
use_aca5e2fd,user,2023-05-26 04:45:00,192.119.104.219,categories,certificate,107.42598619233286,auth -> read -> exit,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.859.0 Safari/533.2",normal,4,4,14220.0,0,0,30,0,2,1,263,0.0458942467979766,normal,99.9964
use_98af5cca,user,2023-01-19 14:00:06,86.106.171.129,/login,password,0.0,auth_failed,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.6v8876.0 Mobile/05G072 Safari/534.2",brute_force,14,3,2.0,1,0,17,0,2,2,0,0.013373901210541939,normal,99.99913
use_21ebfaa9,user,2023-05-31 09:14:00,91.149.43.27,app/categories,biometric,126.9889425523476,auth -> read -> exit,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/39.0.849.0 Safari/531.0",normal,9,2,15480.0,0,0,1,0,2,0,97,0.10039458551619057,normal,99.99902
use_ab8ddeb4,user,2023-02-27 00:30:00,74.74.244.85,category/tag,token,119.5358507781978,auth -> read -> exit,Opera/9.24.(X11; Linux i686; nn-NO) Presto/2.9.170 Version/11.00,normal,0,0,45600.0,1,0,42,0,2,3,428,0.06768699094312436,normal,99.998924
edg_9ea556aa,edge_device,2023-06-05 18:34:00,159.217.199.187,main/tag/search,biometric,139.31739030888468,auth -> read -> exit,FW_v4.0_MAC_12:82:04:ee:93:50,normal,18,0,52560.0,0,0,15,0,0,0,687,0.07180135639087304,normal,99.99292
use_3bf0d9c1,user,2023-04-15 09:31:00,18.235.26.143,main/wp-content/app,password,128.23380532841526,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yo-NG) AppleWebKit/532.34.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.34.6",normal,9,5,127620.0,0,0,1,0,2,2,698,0.10199340397906548,normal,99.997925
edg_508211a5,edge_device,2023-02-05 00:19:00,77.66.20.30,categories/explore/main,token,121.36691643425696,auth -> read -> exit,FW_v1.0_MAC_ac:27:99:53:7b:c7,normal,0,6,28200.0,0,0,3,0,0,3,301,0.1371584087469117,brute_force,99.93852
use_18fdd2b9,user,2023-03-10 18:09:00,30.122.114.138,app/app,token,82.11405738815466,auth -> read -> exit,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/38.0.803.0 Safari/531.1",normal,18,4,231660.0,0,0,0,0,2,3,83,0.08520933277230297,normal,99.99879
use_6c4596f6,user,2023-02-09 16:39:00,209.165.114.61,list,token,133.8736195838138,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0.2 Safari/535.14.2",normal,16,3,50220.0,0,0,1,0,2,3,537,0.13059902683575392,normal,99.998726
use_869bc00f,user,2023-02-05 06:14:00,112.79.254.171,posts/category,certificate,82.5812206490954,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.23.5 (KHTML, like Gecko) Version/5.0.4 Safari/534.23.5",normal,6,6,7560.0,0,0,1,0,2,1,728,0.09676215879009581,normal,99.99937
use_869bc00f,user,2023-01-07 05:05:00,8.199.3.30,posts/category,token,82.45381727428668,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.23.5 (KHTML, like Gecko) Version/5.0.4 Safari/534.23.5",normal,5,5,98640.0,1,0,1,0,2,3,728,0.11008655322125693,normal,99.99933
use_a4364fcd,user,2023-05-02 06:03:00,184.120.15.168,wp-content/categories/tags,token,134.1117822602747,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/43.0.859.0 Safari/534.2",normal,6,1,64680.0,0,0,1,0,2,3,1094,0.09771038396703052,normal,99.9969
use_8e4c3ab5,user,2023-04-15 22:58:00,27.5.114.61,blog/posts/search,certificate,57.16687419855291,auth -> read -> exit,Opera/9.40.(Windows 98; Win 9x 4.90; ka-GE) Presto/2.9.165 Version/12.00,normal,22,5,14040.0,0,0,0,0,2,1,227,0.12544801999617078,normal,99.99883
ser_e1e89e7e,service_account,2023-03-30 00:18:00,122.237.28.211,category/category,password,93.3386894817982,auth -> read -> exit,FW_v2.0_MAC_80:63:b9:93:25:c5,normal,0,3,399360.0,0,0,29,0,1,2,380,0.05967410208912116,credential_stuffing,99.97521
use_c6b6e4ad,user,2023-01-25 05:00:12,210.130.145.7,/login,password,0.0,auth_failed,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.5o2717.0 Mobile/99K799 Safari/534.1",brute_force,5,2,2.0,1,0,15,0,2,2,0,0.07114934380844273,normal,99.99671
use_c17af08a,user,2023-01-17 06:11:00,71.4.125.205,category/search/blog,password,107.7889106121966,auth -> read -> exit,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2; rv:1.9.4.20) Gecko/7971-03-13 01:44:44 Firefox/10.0,normal,6,1,152220.0,1,0,29,0,2,2,420,0.15855432280749354,normal,99.99875
use_13eecdc6,user,2023-01-29 18:20:00,221.188.178.102,category/tags/search,token,110.16174239197925,auth -> read -> exit,Opera/9.21.(Windows NT 5.0; fa-IR) Presto/2.9.186 Version/12.00,normal,18,6,97620.0,0,0,16,0,2,3,438,0.01229548940901759,normal,99.99875
use_43e42caf,user,2023-01-11 08:18:00,197.0.147.16,search,token,134.34269989882367,auth -> read -> exit,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),normal,8,2,205740.0,1,0,0,0,2,3,796,0.10825920903005826,normal,99.99634
use_5037cd6b,user,2023-07-12 07:36:00,51.38.255.215,categories,certificate,71.9202518794871,auth -> read -> exit,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/17.7y3112.0 Mobile/53V269 Safari/532.1",normal,7,2,57600.0,0,0,15,0,2,1,263,0.1368291000587432,normal,99.99851
use_272c0588,user,2023-07-30 12:48:00,42.93.170.172,explore/wp-content,password,177.71837837789755,auth -> read -> exit,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.6.3 (KHTML, like Gecko) Version/5.0 Safari/533.6.3",normal,12,6,1560.0,0,0,16,0,2,2,530,0.07857644097186944,normal,99.99869
use_db87d29c,user,2023-03-27 14:19:00,157.162.52.71,blog,certificate,123.35945797863774,auth -> read -> exit,Opera/9.36.(X11; Linux x86_64; sl-SI) Presto/2.9.172 Version/10.00,normal,14,0,133140.0,0,0,16,0,2,1,169,0.11477211120829511,normal,99.99926
use_479bc637,user,2023-03-13 03:42:00,172.243.83.49,main,biometric,108.96212345565124,auth -> read -> exit,Opera/8.87.(Windows NT 10.0; ky-KG) Presto/2.9.184 Version/10.00,normal,3,0,94440.0,0,0,14,0,2,0,616,0.16040435425627136,normal,99.99135
use_b758588d,user,2023-05-14 04:18:00,48.255.212.4,main/tags,password,160.46362868520495,auth -> read -> exit,Opera/8.19.(Windows NT 10.0; bo-CN) Presto/2.9.174 Version/12.00,normal,4,6,525720.0,0,0,1,0,2,2,689,0.16529428318647138,normal,99.99744
use_5df06e8c,user,2023-07-05 00:01:00,49.214.13.158,main,certificate,139.17061426406954,auth -> read -> exit,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/21.0.809.0 Safari/536.0",normal,0,2,53700.0,1,0,0,0,2,1,616,0.14160833547459756,normal,99.99841
use_5df06e8c,user,2023-04-30 03:59:00,49.214.13.158,main,certificate,136.28324021737686,auth -> read -> exit,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/21.0.809.0 Safari/536.0",normal,3,6,11340.0,0,0,0,0,2,1,616,0.10017270551846358,normal,99.99827
use_479d0cda,user,2023-04-14 23:03:00,87.182.195.79,tags,biometric,59.382194990029845,auth -> read -> exit,Opera/9.17.(X11; Linux i686; lo-LA) Presto/2.9.181 Version/11.00,normal,23,4,65760.0,0,0,29,0,2,0,984,0.10220005811385824,normal,99.998924
use_e5267a2b,user,2023-04-26 21:44:00,217.243.136.4,main/list/search,token,126.64794054410224,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; th-TH) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.15.2",normal,21,2,9780.0,0,0,2,0,2,3,658,0.11258228221646976,normal,99.998215
use_479d0cda,user,2023-07-08 08:59:00,87.182.195.79,tags,password,68.9278938057014,auth -> read -> exit,Opera/9.17.(X11; Linux i686; lo-LA) Presto/2.9.181 Version/11.00,normal,8,5,71940.0,0,0,29,0,2,2,984,0.11026293491145106,normal,99.99807
use_dea4ae17,user,2023-05-31 04:58:00,92.45.250.26,blog,token,71.9101931186787,auth -> read -> exit,Opera/8.19.(Windows NT 6.2; dz-BT) Presto/2.9.187 Version/12.00,normal,4,2,268620.0,1,0,14,0,2,3,169,0.1046605392580684,normal,99.99805
use_956d80e4,user,2023-03-04 09:01:00,33.180.150.68,tag/explore/posts,biometric,100.56548096315731,auth -> read -> exit,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9 rv:2.0; sat-IN) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/5.0 Safari/535.15.6",normal,9,5,19440.0,1,0,1,0,2,0,927,0.11768700084980371,normal,99.99769
ser_e1e89e7e,service_account,2023-01-07 20:00:00,78.216.239.128,/restricted_zone_65,password,9999.0,auth -> dump_database -> zip -> exfiltrate,FW_v2.0_MAC_80:63:b9:93:25:c5,low_and_slow_exfiltration,20,5,23700.0,1,0,29,0,1,2,50,0.056213742083227936,normal,99.99849
use_c17af08a,user,2023-01-28 22:38:00,71.4.125.205,blog,password,107.74092262389988,auth -> read -> exit,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2; rv:1.9.4.20) Gecko/7971-03-13 01:44:44 Firefox/10.0,normal,22,5,156600.0,0,0,29,0,2,2,169,0.1105529968911857,normal,99.998985
use_a55871e3,user,2023-04-18 19:33:00,203.13.253.202,tag/explore,biometric,132.0258303440048,auth -> read -> exit,Opera/8.32.(Windows 98; wal-ET) Presto/2.9.180 Version/11.00,normal,19,1,98760.0,0,0,15,0,2,0,921,0.05721401727177167,normal,99.999214
use_a55871e3,user,2023-02-01 05:09:00,203.13.253.202,tag/explore,biometric,112.60849792456357,auth -> read -> exit,Opera/8.32.(Windows 98; wal-ET) Presto/2.9.180 Version/11.00,normal,5,2,67500.0,0,0,15,0,2,0,921,0.032822635360587604,normal,99.99909
ser_e1e89e7e,service_account,2023-01-14 22:00:26,149.134.248.209,/login,password,0.0,auth_failed,FW_v2.0_MAC_80:63:b9:93:25:c5,brute_force,22,5,2.0,1,0,29,0,1,2,0,0.060992469835934315,credential_stuffing,99.96863
ser_04f64d86,service_account,2023-02-27 04:48:00,177.170.175.108,wp-content/app,token,135.1761954660875,auth -> read -> exit,FW_v3.0_MAC_9e:14:0f:7e:66:0a,normal,4,0,55020.0,0,0,14,0,1,3,1071,-0.05631632215614224,low_and_slow_exfiltration,46.876083
use_3b048a8b,user,2023-03-14 08:11:00,76.83.77.16,list/tag/blog,certificate,95.72782014172644,auth -> read -> exit,Mozilla/5.0 (Windows 95; ber-MA; rv:1.9.2.20) Gecko/3806-05-26 01:24:24 Firefox/15.0,normal,8,1,51180.0,1,0,14,0,2,1,596,0.12547566453882641,normal,99.99915
ser_8d5288f1,service_account,2023-04-05 14:44:00,55.37.7.60,wp-content/app/tags,password,54.583595325255246,auth -> read -> exit,FW_v1.0_MAC_46:94:28:77:33:c2,normal,14,2,135300.0,1,0,2,0,1,2,1079,0.00982585939358449,credential_stuffing,99.97808
ser_acdabacc,service_account,2023-05-13 14:48:00,220.235.186.181,posts,password,130.63236785132588,auth -> read -> exit,FW_v2.0_MAC_ee:7e:14:29:d6:a1,normal,14,5,68220.0,0,0,2,0,1,2,704,0.06750950370719933,credential_stuffing,99.96672
edg_18e19331,edge_device,2023-05-12 11:51:00,114.43.174.16,tag/blog,password,83.40793181020956,auth -> read -> exit,FW_v2.0_MAC_9c:d6:4f:d4:32:fa,normal,11,4,48600.0,0,0,29,0,0,2,896,0.032395098996220506,device_spoofing,97.64961
use_e5267a2b,user,2023-05-07 02:35:00,217.243.136.4,main/list/search,biometric,109.42563163240057,auth -> read -> exit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; th-TH) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.15.2",normal,2,6,79560.0,0,0,2,0,2,0,658,0.12035621181315248,normal,99.996445
